1;Artículo;Investigativa; Action Research Processes in a Foreign Language Teaching Program: Voices From Inside;Juan Carlos Guerra Sánchez;Colombian Applied Linguistics Journal, vol. 17. no. 2 ISSN: 0123-4641;2015;Inglés;Guerra, J., Rodríguez, Z. & Díaz, C. (2015). Action research processes in a foreign language teaching program: Voices from inside. Colombian Applied Linguistics Journal, 17(2), 276-289. ;Scielo, Redalyc;Sí;Sí;Sí;https://bit.ly/371fuy3
2;Artículo;Investigativa; Action Research Processes in a Foreign Language Teaching Program: Voices From Inside;Zoraida Rodríguez Vásquez;Colombian Applied Linguistics Journal, vol. 17. no. 2 ISSN: 0123-4641;2015;Inglés;Guerra, J., Rodríguez, Z. & Díaz, C. (2015). Action research processes in a foreign language teaching program: Voices from inside. Colombian Applied Linguistics Journal, 17(2), 276-289. ;Scielo, Redalyc;Sí;Sí;Sí;https://bit.ly/371fuy3
3;Artículo;Investigativa; Action Research Processes in a Foreign Language Teaching Program: Voices From Inside;Claudia Patricia Díaz Mosquera;Colombian Applied Linguistics Journal, vol. 17. no. 2 ISSN: 0123-4641;2015;Inglés;Guerra, J., Rodríguez, Z. & Díaz, C. (2015). Action research processes in a foreign language teaching program: Voices from inside. Colombian Applied Linguistics Journal, 17(2), 276-289. ;Scielo, Redalyc;Sí;Sí;Sí;https://bit.ly/371fuy3
4;Artículo;Investigativa; Effects of reading strategy and dictionary instruction in an undergraduate foreign reading comprehension group.;Sergio Alonso Lopera Medina;Folios, vol. 50. ISSN: 0123-4870;2019;Inglés;Lopera, S. (2019). Effects of reading strategy and dictionary instruction in an undergraduate foreign reading comprehension group. Folios 50, pp. 127-138.;Scielo Dialnet;Sí;Sí;Sí;https://bit.ly/3nK14YW
5;Artículo;Investigativa; El desarrollo profesional de los docentes de inglés en ejercicio : algunas consideraciones conceptuales para Colombia;Adriana González Moncada;Folios, vol. 21. ISSN: 0123-4870;2010;Español;Cárdenas, M., González, A., & Álvarez, J. (2010). El desarrollo profesional de los docentes de inglés en ejercicio: algunas consideraciones conceptuales para Colombia. Folios, 31, 49–68. Retrieved from http://goo.gl/8VuftB;Scielo, Dialnet;Sí;Sí;Sí;https://bit.ly/34VDRdF
6;Artículo;Investigativa; El desarrollo profesional de los docentes de inglés en ejercicio : algunas consideraciones conceptuales para Colombia;José Aldemar Álvarez Valencia;Folios, vol. 21. ISSN: 0123-4870;2010;Español;Cárdenas, M., González, A., & Álvarez, J. (2010). El desarrollo profesional de los docentes de inglés en ejercicio: algunas consideraciones conceptuales para Colombia. Folios, 31, 49–68. Retrieved from http://goo.gl/8VuftB;Scielo, Dialnet;Sí;Sí;Sí;https://bit.ly/34VDRdF
7;Artículo;Investigativa; El desarrollo profesional de los docentes de inglés en ejercicio: algunas consideraciones conceptuales para Colombia;Melba Libia Cárdenas Beltrán;Folios, vol. 21. ISSN: 0123-4870;2010;Español;Cárdenas, M., González, A., & Álvarez, J. (2010). El desarrollo profesional de los docentes de inglés en ejercicio: algunas consideraciones conceptuales para Colombia. Folios, 31, 49–68. Retrieved from http://goo.gl/8VuftB;Scielo, Dialnet;Sí;Sí;Sí;https://bit.ly/34VDRdF
8;Artículo;Investigativa; Importancia de la implicación de los traductores especializados en el trabajo terminológico;John Jairo Giraldo Ortiz;Núcleo, vol. 31. ISSN: 0798-9784;2014;Español;Giraldo Ortiz, J.J. (2014). Importancia de la implicación de los traductores especializados en el trabajo terminológico. Núcleo, (31), 275-281;Scielo;Sí;Sí;Sí;https://bit.ly/374dp4s
9;Artículo;Investigativa; La formation des enseignants de FLE en Colombie : panorama et cas de l’Université d’Antioquia;Fabio Alberto Arismendi Gómez;Dialogues et Cultures, vol. 61. ISSN: 0226-6881;2015;Francés;Arismendi, F. & Colorado, D. (2015). La formation des enseignants de FLE en Colombie : panorama et cas de l’Université d’Antioquia. Dialogues et Cultures, 61, 44-61.;;Sí;Sí;Sí;https://bit.ly/30ZjqLW 
10;Artículo;Investigativa; La formation des enseignants de FLE en Colombie : panorama et cas de l’Université d’Antioquia;Doris Colorado López;Dialogues et Cultures, vol. 61. ISSN: 0226-6881;2015;Francés;Arismendi, F. & Colorado, D. (2015). La formation des enseignants de FLE en Colombie : panorama et cas de l’Université d’Antioquia. Dialogues et Cultures, 61, 44-61.;;Sí;Sí;Sí;https://bit.ly/30ZjqLW 
11;Artículo;Investigativa;¿Cómo ven la formación cultural los estudiantes de la Licenciatura en Lenguas Extranjeras?;Ana Elsy Díaz Monsalve;Lenguaje, vol. 40, no. 1. ISSN: 0120-3479;2012;Español;Díaz, A., & Quiroz, R. (2012). ¿Cómo ven la formación cultural los estudiantes de la Licenciatura en Lenguas Extranjeras? Lenguaje, 40(1), 17–40. Retrieved from http://goo.gl/JGsRl3;Scielo;Sí;Sí ;Sí;https://bit.ly/2SUr7yi
12;Artículo;Investigativa;¿Cómo ven la formación cultural los estudiantes de la Licenciatura en Lenguas Extranjeras?;Ruth Elena Quiroz Posada;Lenguaje, vol. 40, no. 1. ISSN: 0120-3479;2012;Español;Díaz, A., & Quiroz, R. (2012). ¿Cómo ven la formación cultural los estudiantes de la Licenciatura en Lenguas Extranjeras? Lenguaje, 40(1), 17–40. Retrieved from http://goo.gl/JGsRl3;Scielo;Sí;Sí ;Sí;https://bit.ly/2SUr7yi
13;Capítulo de libro;Investigativa;¿Nos han desplazado? ¿O hemos claudicado? El debilitado papel crítico de universidades públicas y los formadores de docentes en la implementación de la política educativa lingüística del inglés en Colombia;Adriana González Moncada;  A formação de professores de línguas: políticas, projetos e parcerias , Pontes Editores. ISBN: 9788571136236;2015;Español;"González, A. (2015). ¿Nos han desplazado? ¿O hemos claudicado? El debilitado papel crítico de universidades públicas y los formadores de docentes en la implementación de la política educativa lingüística del inglés en Colombia. En: Silva, K. A. da; Mastrella-de-Andrade, M.; Pereira Folho, C. A. (Eds.) (2015).  A formação de professores de línguas: políticas, projetos e parcerias  (pp. 33-54). Campinas, SP: Pontes Editores.";;No se sube;No;No;
14;Artículo;Investigativa;"¿Qué hay en los estándares básicos de
competencia en lengua extranjera sobre formación cultural?";Ana Elsy Díaz Monsalve;Lenguaje, vol. 44, no. 2. ISSN: 0120-3479;2016;Español;"Díaz Monsalve , A. &amp; Rúa Vergara, J. (2016). ¿Qué hay en los Estándares Básicos de Competencia en Lengua Extranjera sobre formación cultural?. Lenguaje, 44(2)";Scielo, Researchgate;Sí;Sí;Sí;https://bit.ly/2GZdiMC
15;Artículo;Investigativa;"¿Qué hay en los estándares básicos de
competencia en lengua extranjera sobre formación cultural?";John Alfer Rúa Vergara;Lenguaje, vol. 44, no. 2. ISSN: 0120-3479;2016;Español;"Díaz, A. &amp; Rúa, J. (2016). ¿Qué hay en los Estándares Básicos de Competencia en Lengua Extranjera sobre formación cultural?. Lenguaje, 44(2)";Scielo, Researchgate;Sí;Sí;Sí;https://bit.ly/2GZdiMC
16;Artículo;Investigativa;A bilingual terminological lexicon on leishmaniasis : process and product;Gabriel Ángel Quiroz Herrera;Terminology Science & Research - Vol. 8, no. 1. ISSN: 1017-382X;1997;Inglés;"Quiroz, G., & Muñoz, C. (1997). A bilingual terminological lexicon on
leishmaniasis: process and product. Terminology Science & Research, 8(1),
109–117.";;No;No;No;
17;Artículo;Investigativa;A bilingual terminological lexicon on leishmaniasis : process and product;Carlos Arturo Muñoz Torres;Terminology Science & Research - Vol. 8, no. 1. ISSN: 1017-382X;1997;Inglés;"Quiroz, G., & Muñoz, C. (1997). A bilingual terminological lexicon on
leishmaniasis: process and product. Terminology Science & Research, 8(1),
109–117.";;No;No;No;
18;Libro;Investigativa;"A comparative study of English language teacher recruitment, in-service education and retention in Latin America and the Middle East. 
"; Amanda Howard; A Comparative Study of English Language Teacher Recruitment, in-service Education and Retention in Latin America and the Middle East, British Council. ISBN: 9780863558047;2016;Inglés;Howard, A., Basurto-Santos, N. M., Gimenez, T., González Moncada, A. M., McMurray, M., & Traish, A. (2016). A comparative study of English language teacher recruitment, in-service education and retention in Latin America and the Middle East. London: British Council.;;No;No;No;
19;Libro;Investigativa;"A comparative study of English language teacher recruitment, in-service education and retention in Latin America and the Middle East. 
";Nora M. Basurto Santos; A Comparative Study of English Language Teacher Recruitment, in-service Education and Retention in Latin America and the Middle East, British Council. ISBN: 9780863558047;2016;Inglés;Howard, A., Basurto-Santos, N. M., Gimenez, T., González Moncada, A. M., McMurray, M., & Traish, A. (2016). A comparative study of English language teacher recruitment, in-service education and retention in Latin America and the Middle East. London: British Council.;;No;No;No;
20;Libro;Investigativa;"A comparative study of English language teacher recruitment, in-service education and retention in Latin America and the Middle East. 
";Telma Gimenez; A Comparative Study of English Language Teacher Recruitment, in-service Education and Retention in Latin America and the Middle East, British Council. ISBN: 9780863558047;2016;Inglés;Howard, A., Basurto-Santos, N. M., Gimenez, T., González Moncada, A. M., McMurray, M., & Traish, A. (2016). A comparative study of English language teacher recruitment, in-service education and retention in Latin America and the Middle East. London: British Council.;;No;No;No;
21;Libro;Investigativa;"A comparative study of English language teacher recruitment, in-service education and retention in Latin America and the Middle East. 
";Adriana González Moncada; A Comparative Study of English Language Teacher Recruitment, in-service Education and Retention in Latin America and the Middle East, British Council. ISBN: 9780863558047;2016;Inglés;Howard, A., Basurto, N. M., Gimenez, T., González, A. M., McMurray, M., & Traish, A. (2016). A comparative study of English language teacher recruitment, in-service education and retention in Latin America and the Middle East. London: British Council.;;No;No;No;
22;Libro;Investigativa;"A comparative study of English language teacher recruitment, in-service education and retention in Latin America and the Middle East. 
";Michael McMurray; A Comparative Study of English Language Teacher Recruitment, in-service Education and Retention in Latin America and the Middle East, British Council. ISBN: 9780863558047;2016;Inglés;Howard, A., Basurto-Santos, N. M., Gimenez, T., González Moncada, A. M., McMurray, M., & Traish, A. (2016). A comparative study of English language teacher recruitment, in-service education and retention in Latin America and the Middle East. London: British Council.;;No;No;No;
23;Libro;Investigativa;"A comparative study of English language teacher recruitment, in-service education and retention in Latin America and the Middle East. 
";Nora M. Basurto Santos; A Comparative Study of English Language Teacher Recruitment, in-service Education and Retention in Latin America and the Middle East, British Council. ISBN: 9780863558047;2016;Inglés;Howard, A., Basurto-Santos, N. M., Gimenez, T., González Moncada, A. M., McMurray, M., & Traish, A. (2016). A comparative study of English language teacher recruitment, in-service education and retention in Latin America and the Middle East. London: British Council.;;No;No;No;
24;Capítulo de libro;Investigativa;A national survey of professional development schools;John McIntyre;Investigating University-school Partnerships, Information Age Pub. ISBN: 9781617353727 ;2011;Inglés;McIntyre, J., & Echeverri, P. (2011). A national survey of professional development schools. In J. Nath, I. Guadarrama, & J. Ramsey (Eds.), Investigating University-School Partnerships (pp. 49–61). Information Age Publishing, Inc. Retrieved from https://goo.gl/bO9s9c;;No se sube;No;No;
